tenderer,winnerUrl,winner,amount,tendererUrl,date,title
Grad Trebinje,/website/bih/company/preview/107676/1050-OMUNALNO-a-d-Trebinje,КOMUNALNO a.d. Trebinje,"117.542,00 KM",/website/bih/company/preview/96302/Grad-Trebinje,"
									objavljen : 17.06.2013,",Održavanje gradskog zelenila
Elektroprenos Banja Luka,/website/bih/company/preview/5088466/Šumarske-usluge-vl-Alem-Obradovac-Sanski-Most,Šumarske usluge vl. Alem Obradovac Sanski Most,"21.900,00 KM",/website/bih/company/preview/95658/Elektroprenos-Banja-Luka,"
									objavljen : 17.06.2013,",Sječa rastinja i raščišćavanje trase DV 110kV Derventa - Srbac
Elektroprenos Banja Luka,/website/bih/company/preview/5088466/Šumarske-usluge-vl-Alem-Obradovac-Sanski-Most,Šumarske usluge vl. Alem Obradovac Sanski Most,"37.800,00 KM",/website/bih/company/preview/95658/Elektroprenos-Banja-Luka,"
									objavljen : 17.06.2013,","Sječa rastinja i raščišćavanje trase DV 2 x 110 kV Banja Luka 6 - Sisak, do SM 165"
Elektroprenos Banja Luka,/website/bih/company/preview/99945/Energoinvest-Dalekovodizgradnja-d-d-Sarajevo,Energoinvest - Dalekovodizgradnja d.d. Sarajevo,"14.955,00 KM",/website/bih/company/preview/95658/Elektroprenos-Banja-Luka,"
									objavljen : 17.06.2013,",Izvođenje radova na sanaciji oštećenih faznih vodiča na: DV 110 kV TS Jajce 2-TS Donji Vakuf I dionica i DV 110 kV TS Zenica 2-TS Željezara Jug IIdionica
Visoko sudsko i tužilačko vijeće BiH Sarajevo,/website/bih/company/preview/103385/BARBADOS-d-o-o-Sarajevo,BARBADOS d.o.o. Sarajevo,"14.185,00 KM",/website/bih/company/preview/95990/Visoko-sudsko-i-tužilačko-vijeće-BiH-Sarajevo,"
									objavljen : 17.06.2013,",Usluge prevođenja
Granična policija BiH Sarajevo,/website/bih/company/preview/96129/Bobar-osiguranje-a-d-Bijeljina,Bobar osiguranje a.d. Bijeljina,"92.259,80 KM",/website/bih/company/preview/96126/Granična-policija-BiH-Sarajevo,"
									objavljen : 17.06.2013,",Nabavka usluga kasko osiguranja
Granična policija BiH Sarajevo,/website/bih/company/preview/98666/INTER-COM-d-o-o-Zenica,INTER-COM d.o.o. Zenica,"25.346,50 KM",/website/bih/company/preview/96126/Granična-policija-BiH-Sarajevo,"
									objavljen : 17.06.2013,",Nabavka molerskih usluga za potrebe Granične policije BiH
Opština Laktaši,/website/bih/company/preview/5087278/GRANDE-TRIVIĆ-d-o-o-Laktaši,GRANDE TRIVIĆ d.o.o. Laktaši,"82.224,00 KM",/website/bih/company/preview/95616/Opština-Laktaši,"
									objavljen : 17.06.2013,",Održavanje i zaštita lokalnih i nekategorisanih asfaltnih saobraćajnica i ulica u naselju
Dioničko društvo BH Telecom Sarajevo - Direkcija Bihać,/website/bih/company/preview/5039090/Omladinski-ženski-rukometni-klub-Krajina-Cazin,Omladinski ženski rukometni klub Krajina Cazin,"1.500,00 KM",/website/bih/company/preview/5003028/Dioničko-društvo-BH-Telecom-Sarajevo-Direkcija-Bihać,"
									objavljen : 17.06.2013,",Reklamno - propagandne usluge za regionalne promocije RD Bihać
BH Telecom d.d. Sarajevo,/website/bih/company/preview/98344/S-TBA-d-o-o-Sarajevo,S&TBA d.o.o. Sarajevo,"109.000,00 KM",/website/bih/company/preview/92644/BH-Telecom-d-d-Sarajevo,"
									objavljen : 17.06.2013,",Nabavka usluga održavanja EMC VMAX Storage sistema
Grad Bijeljina,/website/bih/company/preview/5083127/GIS-soft-d-o-o-Brčko,GIS soft d.o.o. Brčko,"5.982,91 KM",/website/bih/company/preview/96199/Grad-Bijeljina,"
									objavljen : 17.06.2013,",Interventno i preventivno održavanje informacionog sistema za naplatu komunalne naknade tokom 2013.godine
Dioničko društvo BH Telecom Sarajevo - Direkcija Bihać,/website/bih/company/preview/5086007/KK-BOSNA-XXL-Bihać,KK BOSNA XXL Bihać,"2.500,00 KM",/website/bih/company/preview/5003028/Dioničko-društvo-BH-Telecom-Sarajevo-Direkcija-Bihać,"
									objavljen : 17.06.2013,",Reklamno - propagandne usluge za regionalne promocije RD Bihać
Klinička bolnica Mostar,/website/bih/company/preview/95076/Messer-Mostar-Plin-d-o-o-Mostar,Messer Mostar Plin d.o.o. Mostar,"197.420,00 KM",/website/bih/company/preview/96865/Klinička-bolnica-Mostar,"
									objavljen : 17.06.2013,","Nabava tečnog kisika, kisika u bocama, dušika, dušičnog oksidula, propan butana, ugljičnog dioksida, helija i acetilena za godišnje, sukcesivne potrebe Kliničke bolnice Mostar"
Dioničko društvo BH Telecom Sarajevo - Direkcija Bihać,/website/bih/company/preview/5086003/Udruženja-građana-Košarkaški-klub-Bihać-Bihać,Udruženja građana Košarkaški klub Bihać Bihać,"1.500,00 KM",/website/bih/company/preview/5003028/Dioničko-društvo-BH-Telecom-Sarajevo-Direkcija-Bihać,"
									objavljen : 17.06.2013,",Reklamno - propagandne usluge za regionalne promocije RD Bihać
Dioničko društvo BH Telecom Sarajevo - Direkcija Bihać,/website/bih/company/preview/5040160/Nogometna-škola-KOLIBRI-Bihać,Nogometna škola KOLIBRI Bihać,"1.976,00 KM",/website/bih/company/preview/5003028/Dioničko-društvo-BH-Telecom-Sarajevo-Direkcija-Bihać,"
									objavljen : 17.06.2013,",Reklamno - propagandne usluge za regionalne promocije RD Bihać
Općina Zenica,/website/bih/company/preview/96651/ELKO-MARIĆ-d-o-o-Mostar,ELKO-MARIĆ d.o.o. Mostar,"1.501.990,00 KM",/website/bih/company/preview/96183/Općina-Zenica,"
									objavljen : 17.06.2013,",Izvođenje radova na rekonstrukciji i modernizaciji sistema javne rasvjeta na području općine Zenica
Federalna direkcija za civilnu avijaciju/Federalna direkcija za civilno zrakoplovstvo Mostar,,,"317.044,00 KM",/website/bih/company/preview/96371/Federalna-direkcija-za-civilnu-avijaciju-Federalna-direkcija-za-civilno-zrakoplovstvo-Mostar,"
									objavljen : 17.06.2013,",Nabavka opreme za nadogradnju / proširenje mogućnosti i rezervne dijelove za sisteme firme Freljuentis (VCX i Smart Tools) koji su instalirani na Centru kontrole zračnog prometa Mostar i Centru kontrole zračnog prometa Sarajevo
Općina Zenica,/website/bih/company/preview/98331/DALCOM-d-o-o-Zenica,DALCOM d.o.o. Zenica,"14.182,30 KM",/website/bih/company/preview/96183/Općina-Zenica,"
									objavljen : 17.06.2013,","Održavanje računarske opreme i mreže, UPS-ova, sistemskog softvera i sistema aktivnog čekanja za potrebe Općine Zenica"
Uprava za indirektno oporezivanje BiH Banja Luka,/website/bih/company/preview/104563/OPTIMA-IT-d-o-o-Mostar,OPTIMA IT d.o.o. Mostar,"3.095,82 KM",/website/bih/company/preview/95729/Uprava-za-indirektno-oporezivanje-BiH-Banja-Luka,"
									objavljen : 17.06.2013,",Vršenje usluga održavanja radnih stanica u RC Sarajevo i njegovim organizacionim jedinicama
Dioničko društvo BH Telecom Sarajevo - Direkcija Bihać,/website/bih/company/preview/5039348/UG-Karate-klub-Bihać,UG Karate klub Bihać,"2.988,00 KM",/website/bih/company/preview/5003028/Dioničko-društvo-BH-Telecom-Sarajevo-Direkcija-Bihać,"
									objavljen : 17.06.2013,",Reklamno - propagandne usluge za regionalne promocije RD Bihać
Rudnik i termoelektrana Gacko,/website/bih/company/preview/98900/MONTING-ENERGETIKA-d-o-o-Trebinje,MONTING-ENERGETIKA d.o.o. Trebinje,"88.919,00 KM",/website/bih/company/preview/92002/Rudnik-i-termoelektrana-Gacko,"
									objavljen : 17.06.2013,",Montaža metalnog potisnog cjevovoda DH350NP16 za pumpe DH
Dioničko društvo BH Telecom Sarajevo - Direkcija Bihać,/website/bih/company/preview/5091905/Aikido-klub-Takemusu-Bihać,Aikido klub Takemusu Bihać,"1.494,00 KM",/website/bih/company/preview/5003028/Dioničko-društvo-BH-Telecom-Sarajevo-Direkcija-Bihać,"
									objavljen : 17.06.2013,",Reklamno - propagandne usluge za regionalne promocije RD Bihać
MUP SBK/KSB Travnik,/website/bih/company/preview/5031502/PTD-MEN-d-o-o-Travnik,PTD MEN d.o.o Travnik,"56.250,00 KM",/website/bih/company/preview/97179/MUP-SBK-KSB-Travnik,"
									objavljen : 17.06.2013,","Nabavka policijskih košulja dugi rukav-zimske, kratki rukav-ljetne, čarape"
Vlada Brčko Distrikta BiH,/website/bih/company/preview/97227/Derby-Trade-d-o-o-Brčko,Derby Trade d.o.o. Brčko,"22.794,00 KM",/website/bih/company/preview/92396/Vlada-Brčko-Distrikta-BiH,"
									objavljen : 17.06.2013,",Medicinska oprema za potrebe porodične medicine
Vlada Brčko Distrikta BiH,/website/bih/company/preview/95877/SANAM-STYRKA-d-o-o-Sarajevo,SANAM STYRKA d.o.o. Sarajevo,"25.394,60 KM",/website/bih/company/preview/92396/Vlada-Brčko-Distrikta-BiH,"
									objavljen : 17.06.2013,","Namještaj u ordinaciji, kancelarijski i kuhinjski namještaj za potrebe porodične medicine"
Rudnik i termoelektrana Gacko,/website/bih/company/preview/103397/UNIS-USHA-a-d-Višegrad,UNIS-USHA a.d. Višegrad,"19.566,70 KM",/website/bih/company/preview/92002/Rudnik-i-termoelektrana-Gacko,"
									objavljen : 17.06.2013,",Nabavka užadi i priveznica za prenos i vuču tereta
Dioničko društvo BH Telecom Sarajevo - Direkcija Bihać,/website/bih/company/preview/5039593/Udruženje-građana-škola-borilačkih-vještina-Kickboxing-centar-Bihać-Bihać,Udruženje građana škola borilačkih vještina Kickboxing centar Bihać Bihać,"1.500,00 KM",/website/bih/company/preview/5003028/Dioničko-društvo-BH-Telecom-Sarajevo-Direkcija-Bihać,"
									objavljen : 17.06.2013,",Reklamno - propagandne usluge za regionalne promocije RD Bihać
Rudnik i termoelektrana Gacko,/website/bih/company/preview/5084615/Gradnja-d-o-o-Gacko,Gradnja d.o.o. Gacko,"1.989,50 KM",/website/bih/company/preview/92002/Rudnik-i-termoelektrana-Gacko,"
									objavljen : 17.06.2013,",Nabavka kupola na objektima RiTE Gacko
Rudnik i termoelektrana Gacko,/website/bih/company/preview/5000109/JORGOS-d-1086-1086-Bijeljina,JORGOS d.о.о. Bijeljina,"27.358,00 KM",/website/bih/company/preview/92002/Rudnik-i-termoelektrana-Gacko,"
									objavljen : 17.06.2013,",Nabavka dodatnih količina kancelarijskog namještaja
Dioničko društvo BH Telecom Sarajevo - Direkcija Tuzla,/website/bih/company/preview/97743/EURO-DAM-JAS-d-o-o-Lukavac,EURO DAM - JAS d.o.o. Lukavac,"9.500,00 KM",/website/bih/company/preview/5003025/Dioničko-društvo-BH-Telecom-Sarajevo-Direkcija-Tuzla,"
									objavljen : 17.06.2013,","Servisiranje, održavanje i opravka vozila iz proizvodnih programa Fiat i Hyundai"
Dioničko društvo BH Telecom Sarajevo - Direkcija Tuzla,/website/bih/company/preview/95576/REMEX-d-o-o-Tuzla,REMEX d.o.o. Tuzla,"33.000,00 KM",/website/bih/company/preview/5003025/Dioničko-društvo-BH-Telecom-Sarajevo-Direkcija-Tuzla,"
									objavljen : 17.06.2013,","Servisiranje, održavanje i opravka vozila iz proizvodnog programa marke Ford"
KJKP Vodovod i kanalizacija Sarajevo,/website/bih/company/preview/99537/EURO-LAB-d-1086-1086-Bijeljina,EURO LAB d.о.о. Bijeljina,"7.443,91 KM",/website/bih/company/preview/96868/KJKP-Vodovod-i-kanalizacija-Sarajevo,"
									objavljen : 17.06.2013,",Hemijska sredstva i pribor za laboratoriju i tehnologiju vode: Mikrobiološke podloge
Elektroprivreda BiH d.d. Sarajevo,/website/bih/company/preview/5015790/KEDRAN-doo-Srebrenik,KEDRAN doo Srebrenik,"135.000,00 KM",/website/bih/company/preview/95536/Elektroprivreda-BiH-d-d-Sarajevo,"
									objavljen : 17.06.2013,",Usluge kamionskog prevoza uglja Mrki I talog sitni do 3mmm iz ZD RMU Đurđevik do TE Tuzla
J.P. Vodovod i kanalizacija d.o.o. Zenica,/website/bih/company/preview/97521/KANTONALNI-ZAVOD-ZA-JAVNO-ZDRAVSTVO-j-u-Zenica,KANTONALNI ZAVOD ZA JAVNO ZDRAVSTVO j.u. Zenica,"9.053,60 KM",/website/bih/company/preview/97124/J-P-Vodovod-i-kanalizacija-d-o-o-Zenica,"
									objavljen : 17.06.2013,",Pružanje usluga sistematske deratizacije - proljetna faza 2013. godine
JU Federalni zavod MIO/PIO Mostar,/website/bih/company/preview/103840/M-R-M-export-import-d-o-o-Ljubuški,M.R.M. export-import d.o.o. Ljubuški,"6.377,06 KM",/website/bih/company/preview/95736/JU-Federalni-zavod-MIO-PIO-Mostar,"
									objavljen : 17.06.2013,",Nabavka rezervnih dijelova i usluga servisiranja i održavanja putničkih automobila marke VOLKSWAGEN za potrebe Federalnog zavoda za mirovinsko/penzijsko i invalidsko osiguranje
Grad Doboj,/website/bih/company/preview/5083287/STATOR-GS-d-o-o-Doboj,STATOR GS d.o.o. Doboj,"29.394,40 KM",/website/bih/company/preview/96301/Grad-Doboj,"
									objavljen : 17.06.2013,","Izgradnja elektroenergetskog priključaka za SPO Dijamant (lamela D5, D6, D7) u Doboju"
LUTRIJA BIH d.o.o. Sarajevo,,,"50.343,10 KM",/website/bih/company/preview/92728/LUTRIJA-BIH-d-o-o-Sarajevo,"
									objavljen : 17.06.2013,",Izmjena softvera za online priređivanje igara na sreću vezanih za uvođenje igre Loto 5/39 Lutrije BiH
JU Dom zdravlja sa poliklinikom Izudin Mulabećirović-Izo Tešanj,/website/bih/company/preview/5024925/ĆOSIĆPROMEX-d-o-o-Usora,ĆOSIĆPROMEX d.o.o. Usora,"12.076,20 KM",/website/bih/company/preview/97532/JU-Dom-zdravlja-sa-poliklinikom-Izudin-Mulabećirović-Izo-Tešanj,"
									objavljen : 17.06.2013,",Gradnja pješačke prilazne staze
Grad Doboj,/website/bih/company/preview/96765/Vodovod-a-d-Doboj,Vodovod a.d. Doboj,"23.165,20 KM",/website/bih/company/preview/96301/Grad-Doboj,"
									objavljen : 17.06.2013,","Izgradnja vodovodnog priključka za SPO Dijamant (lamela D5, D6, D7) u Doboju"
Rudnik mrkog uglja Đurđevik d.o.o.- Đurđevik - Živinice,/website/bih/company/preview/101499/ERAX-INVEST-d-o-o-Banovići,ERAX-INVEST d.o.o. Banovići,"17.712,90 KM",/website/bih/company/preview/95300/Rudnik-mrkog-uglja-Đurđevik-d-o-o-Đurđevik-Živinice,"
									objavljen : 17.06.2013,",Bronza i mesing
KJP SARAJEVO-ŠUME Sarajevo,/website/bih/company/preview/5013306/OLIP-d-o-o-Sarajevo,OLIP d.o.o. Sarajevo,"120.991,00 KM",/website/bih/company/preview/95526/KJP-SARAJEVO-ŠUME-Sarajevo,"
									objavljen : 17.06.2013,","Sječa, izrada, lifranje oblovine, animalna vuča na traktorske vlake, traktorska vuča sa pripremom i bez pripreme i iznos i slaganje cijepanog drveta"
LUTRIJA BIH d.o.o. Sarajevo,/website/bih/company/preview/5013246/Be-Be-D-O-O-SARAJEVO, Be Be D.O.O. SARAJEVO,"15.000,00 KM",/website/bih/company/preview/92728/LUTRIJA-BIH-d-o-o-Sarajevo,"
									objavljen : 17.06.2013,",Reklamiranje Lutrije BiH kao partnera na koncertu Halida Bešlića
Međunarodni aerodrom SARAJEVO d.o.o. Sarajevo,/website/bih/company/preview/95079/MIBO-KOMUNIKACIJE-d-o-o-Sarajevo,MIBO KOMUNIKACIJE d.o.o. Sarajevo,"441.122,00 KM",/website/bih/company/preview/95727/Međunarodni-aerodrom-SARAJEVO-d-o-o-Sarajevo,"
									objavljen : 17.06.2013,",Wi-Fi mreža u zoni objekata aerodromskog kompleksa
Rudnik mrkog uglja Đurđevik d.o.o.- Đurđevik - Živinice,/website/bih/company/preview/95869/ORBITER-doo-Tuzla,ORBITER  doo Tuzla,"29.885,80 KM",/website/bih/company/preview/95300/Rudnik-mrkog-uglja-Đurđevik-d-o-o-Đurđevik-Živinice,"
									objavljen : 17.06.2013,",Vijčana roba
JP BH POŠTA d.o.o. Sarajevo,/website/bih/company/preview/95429/Crobox-d-o-o-Sarajevo,Crobox d.o.o.  Sarajevo,"128.036,00 KM",/website/bih/company/preview/95688/JP-BH-POŠTA-d-o-o-Sarajevo,"
									objavljen : 17.06.2013,","Nabavka tonera, ketridža, filmova i ribona za iinformatičku opremu na godišnjem nivou za potrebe JP BH POŠTA doo Sarajevo"
Rudnik mrkog uglja Đurđevik d.o.o.- Đurđevik - Živinice,/website/bih/company/preview/101499/ERAX-INVEST-d-o-o-Banovići,ERAX-INVEST d.o.o. Banovići,"13.776,10 KM",/website/bih/company/preview/95300/Rudnik-mrkog-uglja-Đurđevik-d-o-o-Đurđevik-Živinice,"
									objavljen : 17.06.2013,",Hidraulična crijeva i priključci
Opština Srbac,/website/bih/company/preview/97160/1050-omunalac-a-d-Srbac,Кomunalac a.d. Srbac,"153.817,00 KM",/website/bih/company/preview/96286/Opština-Srbac,"
									objavljen : 17.06.2013,",Komunalno uređenje grada Srpca za 2013. godinu u cilju realizacije Programa komunalnog uređenja grada Srpca za 2013. godinu
ELEKTROKRAJINA a.d. BANJA LUKA,/website/bih/company/preview/92696/EL-PGP-Kaldera-Company-d-o-o-Laktaši,EL PGP Kaldera - Company d.o.o.  Laktaši,"419.561,00 KM",/website/bih/company/preview/95551/ELEKTROKRAJINA-a-d-BANJA-LUKA,"
									objavljen : 17.06.2013,","Rekonstrukcija i izgradnja SN, NN mreže i TS za RJ Elektrodistribucija Gradiška"
Grad Banja Luka,/website/bih/company/preview/100621/GRATOD-d-o-o-Banja-Luka,GRATOD d.o.o Banja Luka,"443.265,00 KM",/website/bih/company/preview/95488/Grad-Banja-Luka,"
									objavljen : 17.06.2013,",Redovno održavanje mostova na području grada Banjaluka
Opšta bolnica Sveti Apostol Luka Doboj,/website/bih/company/preview/99049/UNIVERZAL-Do-d-1086-1086-Doboj,UNIVERZAL-Do d.о.о. Doboj,"65.825,70 KM",/website/bih/company/preview/98182/Opšta-bolnica-Sveti-Apostol-Luka-Doboj,"
									objavljen : 17.06.2013,","Povrće i voće, Prehrambeni proizvodi - razni, Konzervirano povrće, Jaja svježa i Kupus kiseli"
Grad Banja Luka,/website/bih/company/preview/5086332/Tigar-d-o-o-Doboj,Tigar d.o.o. Doboj,"155.134,00 KM",/website/bih/company/preview/95488/Grad-Banja-Luka,"
									objavljen : 17.06.2013,",Adaptacija i sanacija svlačionica u SD Borik
"JP Elektroprivreda BiH d.d. Sarajevo, ZD RMU  Kakanj d.o.o. Kakanj",/website/bih/company/preview/5085779/GUMA-PRO-d-o-o-Sarajevo,GUMA PRO d.o.o. Sarajevo,"125.000,00 KM",/website/bih/company/preview/96731/JP-Elektroprivreda-BiH-d-d-Sarajevo-ZD-RMU-Kakanj-d-o-o-Kakanj,"
									objavljen : 17.06.2013,",Nabavka vozila za prevoz eksplozivnih materijala nosivosti do 10t
Klinički centar u Tuzli,/website/bih/company/preview/5084785/AKO-MED-d-o-o-Banja-Luka,AKO MED d.o.o. Banja Luka,"17.868,50 KM",/website/bih/company/preview/95681/Klinički-centar-u-Tuzli,"
									objavljen : 17.06.2013,",Nabavka usluga servisiranja
Opšta bolnica Sveti Apostol Luka Doboj,/website/bih/company/preview/105503/Zavod-za-medicinu-rada-i-sporta-RS-Banja-Luka,Zavod za medicinu rada i sporta RS Banja Luka,"7.739,00 KM",/website/bih/company/preview/98182/Opšta-bolnica-Sveti-Apostol-Luka-Doboj,"
									objavljen : 17.06.2013,",Pružanje usluga zdravstvenih pregleda zaposlenih radnika Opšte bolnice Sveti apostol Luka Doboj koji rade sa izvorima jonizujućih zračenja u 2013/2014. godini
HT Eronet Mostar,/website/bih/company/preview/5043267/OMAZIĆ-d-o-o-Livno,OMAZIĆ d.o.o. Livno,"200.000,00 KM",/website/bih/company/preview/96051/HT-Eronet-Mostar,"
									objavljen : 17.06.2013,","Građevinski i montažerski radovi za redovno i interventno održavanje pristupnih mreža kao i mini projekata na području općina: Livno, Tomislavgrad, Kupres, Drvar, Glamoč i Bosansko
Grahovo"
HT Eronet Mostar,/website/bih/company/preview/96760/MINA-d-o-o-Grude,MINA d.o.o. Grude,"250.000,00 KM",/website/bih/company/preview/96051/HT-Eronet-Mostar,"
									objavljen : 17.06.2013,","Građevinski i montažerski radovi za redovno i interventno održavanje pristupnih mreža kao i mini projekata na području općina:. Ljubuški, Široki Brijeg, Posušje i Grude"
J.P. Elektroprivreda BiH d.d. Sarajevo - Termoelektrana Kakanj,/website/bih/company/preview/98984/AB-PETROL-d-o-o-Kakanj,AB PETROL d.o.o. Kakanj,"23.710,10 KM",/website/bih/company/preview/5003382/J-P-Elektroprivreda-BiH-d-d-Sarajevo-Termoelektrana-Kakanj,"
									objavljen : 17.06.2013,",Nabavka rezervnih dijelova za servopogone u Podružnicu Termoelektrana Kakanj
HT Eronet Mostar,/website/bih/company/preview/108274/TEGRAD-d-o-o-Grude,TEGRAD d.o.o. Grude,"682.589,00 KM",/website/bih/company/preview/96051/HT-Eronet-Mostar,"
									objavljen : 17.06.2013,","Nabava kabelski zdenci, izvodni ormari i uzemljenje"
JP Elektroprivreda BiH d.d. Sarajevo ZD Kreka d.o.o. Tuzla,/website/bih/company/preview/5091697/EU-EXPLOSIVE-DOO-Zenica,EU EXPLOSIVE DOO Zenica,"155.500,00 KM",/website/bih/company/preview/95575/JP-Elektroprivreda-BiH-d-d-Sarajevo-ZD-Kreka-d-o-o-Tuzla,"
									objavljen : 17.06.2013,",Metanski sigurnosni eksploziv (do 50.000 kg)
HT Eronet Mostar,,,"10.067,20 KM",/website/bih/company/preview/96051/HT-Eronet-Mostar,"
									objavljen : 17.06.2013,",Servis uređaja za upuhivanje LANCIER fibercat
JP Elektroprivreda BiH d.d. Sarajevo ZD Kreka d.o.o. Tuzla,/website/bih/company/preview/98356/GEOPROJEKT-d-o-o-Tuzla,GEOPROJEKT d.o.o. Tuzla,"183.542,00 KM",/website/bih/company/preview/95575/JP-Elektroprivreda-BiH-d-d-Sarajevo-ZD-Kreka-d-o-o-Tuzla,"
									objavljen : 17.06.2013,",Izvođenje radova na izvedbi dubinskih bunara za odvodnjavanje na PK Šikulje
"Ministarstvo za prostorno uređenje, promet i komunikacije i zaštitu okoline ZDK Zenica",/website/bih/company/preview/96627/STEP-d-d-Sarajevo,STEP d.d. Sarajevo,"95.153,10 KM",/website/bih/company/preview/97406/Ministarstvo-za-prostorno-uređenje-promet-i-komunikacije-i-zaštitu-okoline-ZDK-Zenica,"
									objavljen : 17.06.2013,","Semaforizacija raskrsnice M 4 i R 474, i magistralne ceste M 4 sa krakom regionalne ceste pored Matičnog ureda u Jelahu"
"Ministarstvo za prostorno uređenje, promet i komunikacije i zaštitu okoline ZDK Zenica",/website/bih/company/preview/95648/POROBIĆ-d-o-o-Zavidovići,POROBIĆ d.o.o. Zavidovići,"258.925,00 KM",/website/bih/company/preview/97406/Ministarstvo-za-prostorno-uređenje-promet-i-komunikacije-i-zaštitu-okoline-ZDK-Zenica,"
									objavljen : 17.06.2013,",Izgradnja priključka na magistralnu cestu M4 sa regionalne ceste R 474 i djelomična rekonstrukcija postojeće raskrsnice u Jelahu
HT Eronet Mostar,/website/bih/company/preview/96241/avaz-roto-press-d-o-o-Sarajevo,avaz-roto press d.o.o. Sarajevo,"8.538,00 KM",/website/bih/company/preview/96051/HT-Eronet-Mostar,"
									objavljen : 17.06.2013,",Zakup medijskog prostora u Dnevnom avazu
Federalno Ministarstvo rada i socijalne politike Sarajevo,/website/bih/company/preview/98238/COMP-2000-d-o-o-Sarajevo,COMP-2000 d.o.o. Sarajevo,"450.000,00 KM",/website/bih/company/preview/97405/Federalno-Ministarstvo-rada-i-socijalne-politike-Sarajevo,"
									objavljen : 17.06.2013,",Nabavka tehničke i funkcionalne podrške za aplikativni softver za SOTAC za neratne invalide (novi i stari zakon) i za civilne žrtve rata
"Ministarstvo za prostorno uređenje, promet i komunikacije i zaštitu okoline ZDK Zenica",/website/bih/company/preview/95648/POROBIĆ-d-o-o-Zavidovići,POROBIĆ d.o.o. Zavidovići,"291.709,00 KM",/website/bih/company/preview/97406/Ministarstvo-za-prostorno-uređenje-promet-i-komunikacije-i-zaštitu-okoline-ZDK-Zenica,"
									objavljen : 17.06.2013,",Sanacija regionalnih cesta R 444 Podlugovi - Breza - Vareš - Podkamensko i R 444a (Pogar) - K. Sutjeska (Ratanj)
HT Eronet Mostar,,,"1.971.020,00 KM",/website/bih/company/preview/96051/HT-Eronet-Mostar,"
									objavljen : 17.06.2013,",Proširenje GSM mreže
JU Studentski centar Lukavica Istočno Sarajevo,/website/bih/company/preview/96727/DAR-COMPANY-d-o-o-Istočno-Sarajevo,DAR-COMPANY d.o.o. Istočno Sarajevo,"67.798,20 KM",/website/bih/company/preview/101751/JU-Studentski-centar-Lukavica-Istočno-Sarajevo,"
									objavljen : 17.06.2013,","Nabvaka kolonijalno prehrambene robe, mlijeko i mliječni proizvodi"
HT Eronet Mostar,/website/bih/company/preview/105821/Teleconsult-Int-d-o-o-Zenica,Teleconsult Int. d.o.o. Zenica,"15.342,20 KM",/website/bih/company/preview/96051/HT-Eronet-Mostar,"
									objavljen : 17.06.2013,",Nabava xADSL bakrenih kabela
Srednjoškolski dom Banja Luka,/website/bih/company/preview/95553/NOVO-TEKS-d-o-o-Banja-Luka,NOVO-TEKS d.o.o Banja Luka,"154.240,00 KM",/website/bih/company/preview/109971/Srednjoškolski-dom-Banja-Luka,"
									objavljen : 17.06.2013,","Pekarski proizvodi, hljeb, pite, brašno, ulje, šećer, so, tjestenine, začini, konzerve, paštete, smrznuta riba, mlijeko i mliječni proizvodi"
J.P. Elektroprivreda BiH d.d. Sarajevo - Hidroelektrane na Neretvi Jablanica,/website/bih/company/preview/95042/Institut-za-građevinarstvo-IG-Banja-Luka,Institut za građevinarstvo IG Banja Luka,"12.200,00 KM",/website/bih/company/preview/5003383/J-P-Elektroprivreda-BiH-d-d-Sarajevo-Hidroelektrane-na-Neretvi-Jablanica,"
									objavljen : 17.06.2013,",Izrada glavnog projekta bujične pregrade (ustave-brane) u koritu rijeke Neretve nizvodno od brane HE Jablanica
Zavod za medicinu rada Kantona Sarajevo,/website/bih/company/preview/95678/DIA-PROM-d-o-o-Posušje,DIA PROM d.o.o. Posušje,"101.316,00 KM",/website/bih/company/preview/97674/Zavod-za-medicinu-rada-Kantona-Sarajevo,"
									objavljen : 17.06.2013,",Nabavka laboratorijskog materijala
JU Bolnica Travnik,/website/bih/company/preview/97047/BERG-PROMET-d-o-o-Sarajevo,BERG PROMET d.o.o. Sarajevo,"25.028,00 KM",/website/bih/company/preview/99338/JU-Bolnica-Travnik,"
									objavljen : 17.06.2013,",RTG filmovi
JU Bolnica Travnik,/website/bih/company/preview/95847/SB-FARM-d-o-o-Travnik,SB FARM d.o.o. Travnik,"40.200,00 KM",/website/bih/company/preview/99338/JU-Bolnica-Travnik,"
									objavljen : 17.06.2013,",Filmovi za CT
Dioničko društvo BH Telecom Sarajevo - Direkcija Zenica,/website/bih/company/preview/5025962/NK-TOŠK-TEŠANJ,NK TOŠK TEŠANJ,"2.000,00 KM",/website/bih/company/preview/5003024/Dioničko-društvo-BH-Telecom-Sarajevo-Direkcija-Zenica,"
									objavljen : 17.06.2013,",Pružanje promotivnih usluga tokom održavanja sportskih aktivnosti Nogometnog kluba TOŠK za sezonu 2013/2014
ODKJP Gradsko groblje Banja Luka,/website/bih/company/preview/5082745/BERZA-PRODUKT-d-o-o-Gradiška,BERZA PRODUKT d.o.o. Gradiška,"55.484,00 KM",/website/bih/company/preview/99297/ODKJP-Gradsko-groblje-Banja-Luka,"
									objavljen : 17.06.2013,","Nabavka cementa, željeza"
